comments,ratings
"là một quán nhỏ nằm trong hẻm có nhiều đồ ăn thông từ nguyễn trãi qua trần phú  đầu trần phú. vô tình phát hiện ra trong khi tìm đường tắt về nhà. không thấy xếp bàn mà chủ yếu mua mang về. đứng ngoài có thể thấy bàn trong nhà đang làm trộn bột gói nhân.
lần đầu mua không biết nên gọi một hộp thập cẩm  chị chủ hỏi 5 viên hay 10 viên  chơi luôn 10 viên  nghĩ nghĩ chắc 4-50  ai dè có 30. 10 viên mà viên nào cũng ú nu  có 2 loại xíu mại và há cảo  há cảo thì có nhiều nhân thịt trộn bắp  cải  hẹ; xíu mại có nhân tôm thịt. nhìn chung với giá như vậy thì chất lượng và ngon.
hẻm xe đông nên đóng hộp rất nhanh.
sẽ còn trở lại nhiều lần. 
tiếc là ở đây không có xôi gà lá sen như các tiệm há cảo ngừoi hoa khác.",8
"- ngay gần ngã tư trên đường qt  dễ tìm  mà cũng kẹt xe max nhiều  lúc dắt xe về cũng phải chờ 1 lúc mới dắt ra được. lúc đến  quán vắng hoe nên cũng có chút hoang mang  nhưng được một lúc thì đông lên rất nhiều.
- nhân viên nhiệt tình  đứng chờ sẵn mở cửa cho khách.
- các món ăn đều có hình sẵn trên menu và tương đối giống nên khá dễ chọn lựa. phần cơm có 3 loại sốt ăn kèm  còn bò cũng có sốt riêng  vị hơi lạ (cá nhân mình thì không thích lắm  nhưng khi bạn mình thử lại nói ngon  nên chắc tùy khẩu vị mỗi người nhé ^^/)
- một điểm hạn chết là salad phải  đặt  chứ không có miễn phí đâu nha (hầu hết các quán mình ăn lúc trước đều miễn phí và muốn thêm bn đều được) rau tươi  bình thường mặn. nước đựng trong ly nhựa... gần đây biết là mấy ly nhựa trông vậy mà có thể khiến ngkhác bị ung thư nên có chút ""dị ứng"" khi thấy bạn nhân viên mang ra.
- nói chung là có lẽ sẽ còn trở lại để ủng hộ quán )",8
"vừa tìm ra được địa điểm này sáng nay lúc trên đường đi làm nè. thích quá chừng! quán có không gian ngồi ngoài vườn khá mát mẻ  nhân viên phục vụ rất nhiệt tình dễ mến. quán này theo đúng kiểu quán người hoa xưa đó  kiểu bán mì và các loại mới  sữa đậu nành. 
sáng nay mình ăn món mì khô xái xíu  quá ngon. tuy nhiên phần này con gái ăn thì vừa chứ con trai ăn sẽ hơi ít đó. mình sẽ còn trở lại đây vài lần nữa để thưởng thức mới  sáng nay hết mất tiêu rồi :(",8
quán này ngày xưa ở đường nguyễn trãi nay đã dời vô đường nguyễn biểu  đi qua dễ nhận thấy. không gian quán không rộng rãi cho lắm  nhân viên phục vụ nhanh. về món chính gà nướng  ăn khá  được   ướp thấm vị và đặc biệt có để sẵn ở trên bàn chai nước chấm khá ngon  ngoài ra còn có muối ớt và muối tiêu cũng để sẵn. nhóm mình đi 7 người  đặt  2 dĩa xôi chiên  3 dĩa salad  1 con gà  3 xiên mề  7 cánh và 7 cặp chân cùng nước uống  thiệt hại tổng cộng chỉ xấp xỉ 70  tính ra chỉ khoảng 10/người cho bữa ăn ngon và no nê. chắc sẽ còn trở lại đây!!!,10
"quán nằm ngay mặt tiền***gần khúc giao nhau với 3/2 nên rất dễ kiếm. hình thức trang trí quán trông khá ấm cúng. mình  đặt  nhìn tưởng ít mà no không tưởng. ngon nhất là furai nhen mọi người  còn takoyaki ăn hơi ngán vì toàn bột không à. kani tempura ăn cũng khá ổn nhưng chiên còn hơi ngấy dầu. sushi thanh cua và trứng ăn ngon. gunkane cá hồi cũng ngon luôn  cá tươi  nhìn chung đồ ăn khá chất lượng so với giá nhé. mình sẽ còn trở lại dài dài.

đánh giá: 3 5/5

@ltbn_16",8
tôi có đặt từ sáng 8h cùng ngày 1 bàn cho 4 người và muốn trong góc hoặc yên tĩnh 1 tí  nhưng các bạn không đáp ứng được  tầng 2 thì lại đang sửa chữa gì gì đó. sau khi nhân viên lấy  đặt  xong tôi đã dặn mang giúp tôi theo quy trình phục vụ đừng có mang ùn ùn 1 cái là hết đồ ăn luôn  bạn nhân viên đã hiểu nhưng đồ ăn lại bị mang ra 1 cách quá nhanh chóng  khiến cuộc trao đổi của tôi bị gián đoạn và đồ ăn cũng bị nguội đi phần nào. tôi sẽ còn trở lại nhưng mong các bạn chú tâm vào điều khách muốn nhé,6
món ăn ngon lắm.t sẽ ủng hộ dài dài,10
5.0,10
dù chưa được dịp đến ăn trực tiếp nhưng mình  đặt  set 8 viên ăn rất ngon  đóng gói nhìn đẹp mắt và giá vừa phải nên mình sẽ ủng hộ dài dài  yêu ,10
mình là đứa đi ăn lúc nào cũng đọc nhận xét trên foddy. nhưng quán này mình đọc rất nhiều bình luận tệ nhưng vẫn có nhiều bình luận cực tốt về quán và mình quyết định đi ăn quán này thử ))) và đây là lần thứ 2 mình trở lại. chất lượng vẫn không đổi. rất đáng đồng tiền mình bỏ ra và đồ ăn lúc nào cũng đuọc chăm lên nếu hết. nhân viên cực kỳ nhiệt tình. sẽ ủng hộ dài dài,10
ở đây tất cả các món rất ngon   vú heo sựt sựt béo béo nước nêm vừa ăn   mề gà   tóp mỡ   bông xôi nướng muối ớt ăn giòn giòn cay cay í   nói chung rất ngon   phục vụ nhiệt tình   ăn rồi còn ủng hộ dài dài,10
trà sữa uống tạm khoai tay chiên giòn  khá được.wifi hơi chậm.không gian chỗ mình ngồi khá ồn.nhưng mình lại thích thế.hehe.thích nhất là bạn nhân viên phục vụ rất nhiệt tình.thấy mình học bài.bạn ý cũng hỏi thăm.cần chuyển sang phòng bên yên tĩnh hơn hông??...zậy mai mốt mình sẽ ủng hộ dài dài.,10
"lại tới đám giỗ là nhà mình lại đi vào quận 5 mua vịt quay phát thành. ăn quen bao nhiêu năm nên thỉnh thoảng có đổi chỗ mua ở chợ xóm chiếu cho gần nhưng ăn cũng thấy không hợp khẩu vị lắm thế là lại quay về trung thành với chỗ này. phần vịt quay nguyên con tầm giá từ 270-30 theo thời giá  lần này mua là nửa con 140 nhỉnh hơn so với trong chợ xóm chiếu tầm 20 nhưng chất lượng thì bảo đảm. hộp nước sốt như mọi lần vẫn dùng để chấm vịt và sau đó cho vào nồi thành món vịt kho ). sa tế và rau dưa được. có thể mua thêm bịch bánh bao nhỏ nhỏ có 10 150 à chấm ăn cũng thú vị hơn là ăn bánh mì.
còn ủng hộ dài dài",10
nên thử nha các b ơi. món tủ của tôi đó. gỏi ăn giòn lắm  không nát nha. sẽ ủng hộ dài dài,10
bún cá sứa ngon xuất sắc. với một người ghiền sứa như mình đã ăn rất nhiều hàng bún cá sứa nhưng hàng này là sứa ngon   to  giòn nhai đã miệng luôn. nước lèo cũng rất vừa miệng và không tanh mùi cá đâu. sẽ ủng hộ dài dài,10
bánh phở làm thủ công mà gọi thêm lại được miễn phí.mình gọi một phần phở thố đã lạ lắm phở mang trong thố đá mang ra mới bỏ thịt vào rất ngon hương vị đậm đà không gian cực kì sạch sẽ nhân viên nhiệt tình còn được thấy đau bếp làm bánh phở ntn.sẽ còn ủng hộ dài dài giá cả hợp lý so với địa điểm ở quận 3.,10
quán ăn sạch sẽ đồ ăn ngon rất hợp voies mình nên rất thích giữ xe có bảo vệ nên rất yên tâm nhân viên phục vụ chu đáo . nói chung là quán khá  được  mình sẽ ủng hộ dài dài,10
mình ăn chỗ này 5 6 lần rồi. lần này đặt hơi trễ. cơm hơi khô. shop bù cho mình thêm sushi. tuy không nhiều nhưng mà cũng khiến mình vui lòng vì cách phục vụ của shop. sẽ còn ủng hộ dài dài,10
"quán mình mới thấy khai trương đợt gần đây nên đặt ăn thử. quán đa dạng về cái món súp  ăn rất vừa vị. topping nhiều.

sẽ ủng hộ dài dài.",10
"mình đang ăn chay nên mỗi ngày đều  đặt  2 món về ăn. cơm khá nhiều  có canh đi kèm. 
các món nước nêm nếm hợp khẩu vị mình  không mặn mà cũng bình thường nhạt. ai thích mặn thì có thể thêm nước tương.
cá nhân mình khá thích món bún thái và bún huế. 
các món dao động từ 15.0 - 25.0đ.
mình sẽ còn ủng hộ dài dài",8
"kimbap chà bông -sữa tươi chân trâu caramel 😍
rất ngon nhìn thôi đã thèm rồi. mua về ăn nên không ngon bằng ăn tại chỗ 😍😍 chú bve thân thiện. nhiều ng không biết tính nên cho là chú khó tính 👍
chị chủ dth  vui tính khi  đặt  inb 👏👏
sẽ ủng hộ dài dài 😋",10
"mình tìm vị trà sữa này rất lầu rồi  những 8x 9x đời đầu nếu uống ở đây sẽ cảm nhận được hương vị thân quen kaka
trà sữa đậm vị trà nà  chủ quán vui tính nữa
kaka mua 3 ly đươc chủ quán tặng 1 ly trà sữa olong mới ra nữa  )) cưng chủ quen ghê gớm à
 gần nhà mình  mình sẽ ủng hộ dài dài ))",10
cứ thèm trà sữa là vô đây  hợp khẩu vị  không gian cực mát cực rộng  giá cả quá xá  được   lên lầu ta nói vừa mát  có khi lạnh quá trời  mà trang trí cũng dễ thương  mình thích tím nên vô đây là thấy mê vô cùng  sẽ ủng hộ dài dài,10
khoai ăn đúng ghiền luôn bà con  mật chảy vừa phải  tới tận tay mà còn nóng hổi nữa  ngọt dẻo lắm. phải ủng hộ dài dài thui.,10
"mình ăn ở đây chắc khá ngon 6 7 năm rồi đó từ hồi cấp 3 và tới giờ vẫn còn lưu luyến. 😆
🔸 vị trí : đối diện trường thcs hậu giang dễ tìm nha. quán ngay đầu hẻm luôn có chỗ ngồi lại. 
🔸 lần đầu mình ăn bánh tráng nướng mà có cải xá bấu là ở đây. 1 cái có trứng cút  mỡ hành  xá bấu  ruốc không có thịt thà gì hết nhưng mà vẫn hấp dẫn và ngon lành. bánh giòn rụm à ăn nóng là đã luôn. 
🔸 cô bán cũng dễ thương lắm nha. chỉ tội cái nhiều khi đông khách phải đợi hơi lâu thôi chứ ngoài ra không gì để chê. 😬 giá rẻ ăn ngon vẫn sẽ ủng hộ dài dài.",10
dịch như này thì mua đồ ăn online cho chắc  quán giao hàng nhanh vẫn còn nóng giòn và ngon. nhân viên quán bán cũng dễ thương  nhiệt tình với khách. sẽ ủng hộ dài dài.,10
vị trí quán dễ tìm ngay góc đừơng trần hưng đạo luôn. jollibee đag có chương trình kmãi phần 1390 được combo như hình. mình ăn jollibee lâu lắm rồi tới gìơ chất lựơng vẫn  được  như lúc đầu. gà ăn ngon  fần đó mình với nhỏ bạn ăn là no lun. mua fần 1390 được up size khoai tây hay đổi nứơc ngọt thành trà sữa thái...mình thấy hơi bị đã. 😁 vẫn sẽ luôn ủng hộ dài dài. 😍,10
mình ghé quán thường xuyên do tiện đường đi làm về. có khi ngày nào cũng ghé vì mỗi lần ghé là mỗi lần được trải nghiệm một thức uống mới😉😉. các bạn phục vụ ở đây  đặt  rất tận tình làm khách hàng cảm thấy rất thoải mái😊😊😊. sẽ còn ghé quán ủng hộ dài dài. nay thử frapucino... ngon hết sảy😀😀😀...,10
"mình gọi 1 phần cơm tấm sườn bì chả  mở ra đã ưng cái bụng vì đầy ắp đồ ăn. thịt rất tươi  mềm  ướp gia vị thấm vừa ăn; bì chả ăn cũng rất  được e. điểm mình thích hơn cả là nước mắm  người ta nói nước mắm là linh hồn của cơm tấm mọi người ạ  nước mắm của cơm tấm tài rất ngon  hoặc ít ra là rất hợp ý mình. không dễ gì kiếm được quán cơm tấm ngon như vậy nên mình sẽ ủng hộ dài dài. 
note nhỏ cho quán là nên có tăm kèm theo khi giao hàng cơm ^^",10
"mưa gió như dạo gần đây thì mua vịt quay về ăn là số 1
chỗ này mình ăn cũng mấy năm rồi ý
chất lượng không phải bàn. 
vịt nóng hôi hổi mới mỗi ngày. tầm chiều tối mua đông lắm nha. bu đông nghẹt fai chờ hơi lâu. muốn ăn các bạn tranh thủ đi sớm. 
nc sốt đây làm ngon không mặn.
da vịt mỏng thịt dai mềm.
nấm mèo nhiều ăn đã lắm. có cho thêm sate cho bạn nào ăn cay nhiều
nv làm nhanh nhẹn. vote mua bánh bao chiên ăn kèm. rất ngon
chắc chắn sẽ ủng hộ dài dài",10
bún cá ơn đây rất ngon. bưng ra tô bún nóng hổi♨️ cá rất tươi  không bở🐟chả cá dai ăn rất ngon.100% không hàn the‼️.mực rất đẹp 🦑. sứa rất giòn  ai thích ăn sứa giống mình thì đây là nơi lý tưởng 👌🏻. nước lèo không hề tanh mùi cá và ngọt thanh  vừa khẩu vị của mình ☺️. sẽ tới ủng hộ dài dài...⏰,10
"quán mở lâu ời. mình cũng ăn nhiều lần. cứ mỗi lần lành lạnh là lại thèm gà nướng  mình thích ở đây hơn việt hương là do quán có nước chấm chua ngọt ăn lạ miệng  ăn kèm bánh mì là số dzách. 
sẽ ủng hộ dài dài!!!",10
"lần đầu uống thử ts ở đây mình gọi ts oolong với hồng trà sữa  ts pha đậm vị  thơm và độ ngọt vừa phải  uống cực ưng ý. sau khi thử tới lục trà sữa thì lại càng ghiền uống ts của quán  ngon dã man con ngan
ngoài ts thì trà cũng rất dễ uống  các loại trà trái cây cũng dễ nghiện lắm  nhưng chỉ dành cho những bn thích kiểu trà đậm thôi. mấy món cheese quán làm cũng  được  nữa  thực sự là không có chỗ chê luôn í. đã v còn hay có km nữa
chắc chắn sẽ ủng hộ dài dài!",10
"mình đặt bàn trước và đưa vợ đến nhân ngày valentines. đến nơi  phục vụ dẫn mình lên một cái hốc bò tó  ở tầng thượng ngoài trời phía trên của syn cigar lounge. không liên quan gì tới cái nhà hàng chill dining mình đặt cả!

phục vụ giải thích nhà hàng hết bàn  giờ lấy mấy cái bàn của cigar lounge làm luôn. vậy mà lúc gọi nhân viên nhận đặt bàn không nói năng gì  họ cứ nhận rồi lúc khách đến nhét lên đây. vì là ngày lễ  đành ngậm đắng ngồi vào thôi. gió lạnh thổi lồng lộng vào đầu  khăn  menu bay tứ phía  bàn ghế như mấy quán cà phê sân vườn. fine dining là đây sao !? 

hôm nay lễ  chỉ phục vụ 1 set menu. đồ ăn thì trung bình  đa số món nguội ngắt. nhưng cái kinh khủng nhất là: đợi. mình có thể thông cảm ngày lễ làm chậm nhưng phải đợi 1 tiếng từ lúc xong ertizer đến khi ra món chính là không chấp nhận được! tổng thời gian bữa ăn là 2h 35 phút  vì mất đến 2h để đợi. mình ăn xong món chính là gọi tính tiền luôn  không muốn ăn tráng miện vì không muốn đợi thêm nữa. bàn bên cạnh thì muốn bỏ luôn món chính  đòi ăn tráng miệng rồi về. bàn đằng sau thì mặt mày thì hầm hầm  chắc cũng chung cảnh ngộ đây.

nói chung  nhà hàng gắn mác sang trọng nhưng mà lại có văn hoá kinh doanh chụp giựt  treo đầu dê bán thịt chó & đem con bỏ chợ! hết sức tồi tệ! 

ai muốn bỏ 5 5 triệu ra mua cục tức thì cứ vào đây. còn mình thì: một đi không trở lại ! 

thanks  chill dining. you ruined our valentines!",1
"một đi không trở lại  chưa thấy 1 quán nướng nào mà ngồi đợi thay vỉ 30p phải nhắc nhân viên 4 5 lần mới miễn cưỡng mang ra  làm sợ quá không dám thay lần 2 ăn đại vỉ cháy chứ không chắc đợi mòn mỏi. có mỗi món cơm nắm với súp thôi mà ngồi đợi từ lúc bắt đầu vào  đặt  cho tới khi ăn món nướng hết trơn muốn huỷ món luôn vẫn chưa mang lên tổng thời gian chờ 2 món đó là 1 tiếng 45p không thể tin nổi luôn á 🙃. một quán nằm trong hệ thống chuyên nghiệp mà làm ăn như vậy chán thiệt sự 🙃. ăn gọi món cũng chả rẻ rúng gì toàn gọi món đắt tiền mà lúc mang ra còn đông đá luôn chứ 😅😅😂
p.s thêm lần đầu đi ăn quán nướng mà panchan được đúng 3 món là kim chi  đậu  rong biển 🤣",1
"hôm nay mình và ny đi thử ở quán sau khi được bạn bè và cđm recommended thì mình rút ra được những điều này : 
1. quán có không gian đẹp và vibe rất có chất “sài gòn”.
2.về phần đồ ăn   nước dùng hầu như mình không cảm nhận được mùi bò kho   chỉ thấy giống nước phở  thịt thì hơi dai nước dùng khá là mặn.
rating cuối 5/10 
recommend cho các bạn muốn trải nghiệm nhưng sẽ không trở lại.",4
sủi cảo ăn không ngon  được nguyên con tôm trong mỗi viên sủi cảo  nước bị ngọt đường quá chứ không ngọt tự nhiên như tân hải vân  hải ký.. ăn 1 lần và không trở lại.,1
"món ăn bình thường  gà viên cứng ngắt  mì dai cay và ngọt gắt  mì tương đen mặn  cơm cá ngừ với cơm bò nhão ơi là nhão. gà cay phô mai ổn nhất trong các món  gà mềm  phô mai khá nhiều.
quán nằm ngay đầu hẻm  vừa bước vào đã thấy âm u. lên lầu nhìn hơi bừa bộn. mặc dù có cả máy lạnh và quạt nhưng rất nóng. 
nói chung sẽ không trở lại.",3
"hôm kia đi ăn chung với 2 đứa bạn   ăn xong rồi thất vọng vô cùng. trước đây mình có xem trên fanpage cũng đoán ra được chất lượng của quán   nhưng vì đứa bạn khoái các món hàn   cụ thể là nó muốn khám phá quán này cho biết   nên mình đi cùng để có 1 cái nhận xét khách quan nhất.

không gian quán nhỏ nhắn   nhân viên tâm lý   lịch sự   nhẹ nhàng & đàng hoàng.

món ăn : có chung 1 vị ""ngọt như nhau""   đồ mặn đồ hàn gì mà cái vị cứ như lai miền tây   ăn mà bực mình   không có món nào để gỡ lại cái chất lượng của quán. ai mà khen ngon thì mình cũng lạy vì độ cảm thụ chất lượng món ăn.

thề không trở lại !!",4
ghé quán ăn lại ăn lẩu bánh gạo cay lần nữa. nội dung thì khá nhiều nhưng lần này lẩu cứ nhạt nhẽo với nước lõng bõng sao ấy chán hơn lần đầu mình ăn nữa :( lần trước đi mình ngồi ở tầng trệt nên không thấy cái quầy tự phục vụ kim chi và canh rong biển mà nhân viên cũng không nói gì luôn. lần này lên lầu ngồi thì đã thấy rồi nè nên cũng đã được ăn. kim chi thì bình thường  canh rong biển thì ngon nha. nhân viên vẫn lạnh lùng như vậy ) nói chung sẽ không trở lại.,1
tôi mua một phần to go tối hôm qua. thú thật  phần ăn quá nhỏ dù đã mua thêm một vắt mì. mì nhúng quá tay  hơi mềm. nước lèo không có gì đặc sắc. thịt thì dai và có mùi tanh. giá quá đắt. thật khó chấp nhận giá cho một tô ở một quán vĩa hè. thú thật tôi sẻ không trở lại một lần nữa.,1
"mình trở lại nhà hàng dùng bửa vì đã từng ăn ở đây 1 lần và rất thích đồ ăn ở đây  đặc biệt là món cơm chiên sò điệp  nhưng lần trở lại này làm mình rất thất vọng về đồ ăn lẫn cách phục vụ. mình  đặt  món ăn nhưng người nhận  đặt  quên gọi món  chờ đến cuối buổi thì ra bảo là hết món nhưng khi quay vào quầy  đặt  gần đó thì kêu huỷ món đó đi  đừng làm nữa ?? 

thái độ phục vụ có phần phân biệt đối xử ở đây  mình đi 3 người bill tầm 1 triệu 2 nhưng có lẽ vẫn chưa đủ để nhân viên có thể tốt so với các bàn có bill tôm càng  bào ngư  vi cá... nói chuyện thì trỏng không  dường như không muốn phục vụ.

chất lượng đồ ăn thì cũng không còn ngon như hồi trước mình từng ăn nữa  có thể do đổi đầu bếp hay nguyên ngân nào khác  nhưng cũng không đến mức quá tệ  hải sản vẫn rất tươi.

quan trọng nhất là khi khách không có cảm giác được chào đón thì chắc chắn sẽ không trở lại.",1
hôm qua mình vừa ăn với gia đình ở đây  thực sự không hiểu nổi nên mình phải viết bình luận .về không gian thì ổn phục vụ khá ngon thức ăn thì mình thấy miếng xào cua ngon  gà hấp muối ăn khô không ngọt thịt .điều không chấp nhận được là pudding xoài làm rất dở không đủ gelatin không có độ tưng dẻo của pudding ăn rất ngán và decore cho ly pudding không cho được 1 trái cherry ngâm  kêu 2 ly lấy 1 trái cắt ra làm 2 để lên mình ăn nhiều nơi chưa thấy ai tiết kiệm như vậy.chuyện nhỏ nhặt nhưng cho thấy người làm món ăn rất không chuyên nghiệp sẽ không trở lại,1
"buổi tối không có mới - hụt hẫng tập 1
không có nhân viên chào đón khách tập 2
ăn khá ngon chứ không ngon như lời đồn đã vậy giá khá cao 
đc cái không gian và phục vụ tốt
được mỗi món tôm sốt bưởi là  được 
thất vọng và chắc không trở lại",1
như mọi khi thì khi thèm món thái mình đều đến đây nhưng lần gần nhất đi thì chất lượng càng ngày càng tệ . nhân viên phục vụ tạm được . pad thái nhạt  không có tí vị gì . thịt heo nướng quá nhiều mỡ . hôm đi còn thấy gián ở trên tường gần máy lạnh . không trở lại!,1
thái độ nhân viên không tốt  phục vụ sơ sài không nhiệt tình. đồ ăn không ngon  mình ăn đồ thái nhiều và thấy chỗ ở đây nhận xét cũng tốt nên muốn thử.. thực sự thất vọng và sẽ không trở lại nữa. cả thái độ phục vụ lẫn đồ ăn. tệ,1
"trời mưa nên 2 đứa ghé vào đây vì gần nhà luôn
không gian khá rộng và thoải mái
lên tầng 2 nhìn xuống đường mới thoải mái
có lẽ đến hơi trễ nên hơi vắng 
mình hay ăn gà sốt đậu nên cứ vào lotte là gọi món này
salad bị mềm ụi không ngon :( mình không ăn nổi luôn. tương dùng kèm hết nên đưa dùng tạm gói mang về :( buồn tập 2
chắc không trở lại đâu :(",1
"➕➖đi ngang qua thấy quán có giảm giá  người người bu náo nhiệt nên mình mua thử combo 1 và combo 2. tưởng sao lúc đem về thấy ghi 2 combo 1.  được  fine  mà uống cũng không có gì đặc biệt  nhiều cục thạch xắt miếng to quá ống hút không hút nổi. đợi cũng hơi lâu nữa. uống thử cho biết chứ mình không thấy ấn tượng gì cả. 
❓chắc không trở lại 
⭐⭐xem thêm nhận xét ăn uống tại facebo được  và instagram : @traveatvn nhé",1
quán này to và rất đông. gởi xe hơi khó chịu. lần đầu biết chuyện ngồi phòng máy lạnh bị tính thêm tiền :-| theo mình thì đồ ăn bình thường. quán đông  ngồi san sát nhau nên rất ồn  không tiện nói chuyện  tâm sự gì đâu. đồ ăn lên chậm  phục vụ không vui vẻ gì. nhìn chung là mặt bằng ở vị trí trung tâm  hoành tráng  giá cao nhưng chất lượng món ăn và phục vụ chỉ ở mức trung bình. có khi đông khách quá nên không cần khách nữa. không trở lại lần 2.,4
mình ra hà nội nhiều lần lắm luôn nhưng chưa lần nào có duyên ăn phở cả. mẹ mình nghe nhận xét rồi coi thấy quán cũng đông nên dắt mình vô cho biết vị phở bắc. vô quán nhìn bảng giá hết hồn. tô phở tái lăn mà 70.0₫ nhưng thôi vẫn ăn tại mấy tô kia rẻ hơn được 5.0₫. cho ra tô phở hết hồn lần 2. mình không phải không ăn được hành nhưng mà nhiều thế này thì cũng quá doạ người rồi. tính cho ăn hành bò chứ không phải phở bò nữa rồi. thịt bò mềm  thơm  ngậy. nước dùng ngọt đúng nghĩa từ xương chứ không phải do cho gia vị hương liệu gì vô. tuy nhiên mùi hồi quế không nhiều như mấy quán mình hay ăn với cả không cho rau thơm với giá ăn thêm (chắc tại quán bắc). thêm cái hết hồn là tính phí gửi xe 3.0₫!!!! mình ăn phở trên quận 1 còn chưa tính vậy mà ở đây tính. đồng ý là ngon nhưng mà 70.0₫ cho 1 tô phở á! xin lỗi nhưng nó không ngon đến mức đó. mẹ kêu là nó đắt thật tại mẹ ăn phở gì ngoài hà nội ấy cũng như thế mà có cỡ 50.0₫ thôi. đấy! đừng nói do ở quận 3 nên mắc. hà nội thủ đô nổi tiếng đắt đỏ kìa mà còn chưa đắt bằng. ăn thử 1 lần cho biết thôi chứ không trở lại đâu.,1
"sẽ không trở lại

món ăn bình thường ( không muốn nói là tệ) món sườn nướng nhưng thịt bỡ giống như hấp  chỉ món xúc xích thì tàm tạm. về giá quá đắt so với những nhà hàng bbq khác",1
đồ ăn ngon  chỗ ngồi dễ thương nhưng dịch vụ tồi tệ. nhân viên thái độ không tốt  thức ăn ra chậm  chờ cả tiếng không có đồ ăn  mặc dù lúc mới đến nhà hàng không đông. có người trong nhóm phải về mà đồ ăn vẫn chưa ra. sẽ không trở lại nếu vẫn kiểu phục vụ này  càng đông dịch vụ càng tệ,1
ăn ở chỗ này lần đầu nên cũng không hi vọng nhiều nhưng không ngờ tệ vậy luôn ! phần đế dày và bánh nướng chưa chín  có báo nhân viên nhưng nhân viên chỉ xin lỗi mà không đổi lại hay nướng lại bánh gì hết !! . sẽ không trở lại lần 2 !!,1
mình thấy chất lượng đồ ăn so với giá cả không tương xứng cho lắm. nhạt nhẽo  không có gì đặc sắc. đặc biệt phục vụ tệ như muốn đuổi khách. mình đến lúc 8h và ngồi tới lúc 9h10 thì mình với bạn đang ngồi trò chuyện tự dưng nhân viên đem bill ra bảo là em gửi chị bill tính tiền nhé. như kiểu đuổi khách ấy. nói chung mình thấy với giá tiền này  chất lượng đồ ăn này và phục vụ kiểu v mình sẽ không trở lại nữa,1
mình đi tối chủ nhật biết là sẽ đông khách nhưng mình đợi đồ ăn hơn 30’ vẫn chưa có rồi người vô sau có đồ ăn trước mình. phục vụ ra hỏi lại ăn món gì. cảm thấy bực mình đồ ăn ra ăn cũng bình thường chắc sẽ không trở lại nữa,1
mình và bọn bạn đi ăn chỗ này tối hôm qua và sáng lên mình thì đau bụng khủng khiếp  còn buồn nôn nữa  bọn bạn mình có đứa có nặng hơn... thật ra cũng không muốn ghi mấy lời này vì nhân viên trong quán khá dễ thương  nhưng mình sẽ không trở lại lần nào nữa. bị 1 lần sợ quá 😞,1
quá dở tệ thịt rất mỡ phục vụ chậm mãi mới mang than lên đã vậy còn thu 30 tiền giữ xe... sẽ không trở lại,1
"món ăn bình thường nhưng quá mắc.
menu ghi không rõ ràng  cảm giác như bị lừa:
- bánh cuốn nhân thịt đặc biệt để menu có tôm nhưng đem ra lại là bánh tôm  mà còn bị chiên hơi quá lửa nên bị cứng  nem chua thì quá chua  mỏng te như miếng giấy  thấy ghi trog menu cũng 70/miếng. 610 cho một cú lừa.
- bún mộc huế đem ra trong tô có 2 cục mộc to đùng nhưng bên trong lại độn trứng cút  lớp mộc mỏng bao bên ngoài  đâu phải ai cũng thích ăn trứng cút  440 chứ đâu có rẻ  nước lèo thì nhạt nhẽo  mình ăn gần nhà tô 350 chất lượng hơn nhiều. 
được mỗi cái nước chấm ngon nhưng mình sẽ không trở lại.",1
"quán này mình ăn thời còn di học cấp 3  thời điểm quán mới khai trương thì phục vụ khá tốt. chủ quán là mấy chị em ở miền trung vào đây lập nghiệp thì phải. còn nhớ hồi đó vô quán ăn là phải ngắm chân dung các chị em chủ quán chụp treo đầy trong quán.

sau này quán bắt đầu hơi tham  bán thêm tùm lum món  không chuyên bánh cuốn nữa  phục vụ tệ. nhân viên hồi đó cũng đa phần là người miền trung nên cách phục vụ không nhiệt tình như người miền nam  nói nhiều  giỡn nhiều. ăn uống thưởng thức mà nghe nhức cả đầu nên mình không trở lại đó. sau này đi ngang thấy quán ngày càng mở rộng  dù không trở lại nhưng vẫn nghỉ chắc sẽ cải thiện nhiều về chất lượng và cách phục vụ nhưng qua bình luận của nhiều thành viên ở đây coi bộ không khá khẩm hơn gì mấy.",2
"bún đậu của quán rất ngon. tuy nhiên sau vài lần  mình sẽ không trở lại nữa. vì quán không hề lắng nghe nhu cầu của khách hàng! 
gia đình mình rất khó trong việc ăn uống mà bỏ thừa. vì vậy đồ ăn mua về bắt buộc phải ăn hết. lần nào đến quán mình cũng dặn rất kỹ rằng chỉ lấy 2 hoặc 3 miếng bún thôi. nhưng chưa bao giờ được các cô lắng nghe cả. mình không thể ăn hết và rất buồn vì cảm giác lời nói của mình không quan tâm. hy vọng quán sẽ lắng nghe nhu cầu của khách hàng hơn.",4
"ghé quán ban đêm. không gian nhỏ xíu. có khoảng vườn nhỏ nhỏ xinh xinh ở ngoài. ngồi đây chán hơn bên hàn thuyên.
giá cũng cao như mấy chi nhánh kia.
nước gì đụng tới cũng hết.
uống đại coffee blend  ít ngọt  thấy cũng ngon nhưng không có gì nổi bật.
chắc không trở lại.",1
